informal_stmt,formal_stmt,header,proof_state,mathlib_dependencies,hard_dependencies,source,problem_name,full_name,problem_type,split
"Let $\left\{A_{\alpha}\right\}$ be a collection of connected subspaces of $X$; let $A$ be a connected subset of $X$. Show that if $A \cap A_{\alpha} \neq \varnothing$ for all $\alpha$, then $A \cup\left(\bigcup A_{\alpha}\right)$ is connected.","theorem exercise_23_3 {X : Type*} [TopologicalSpace X]
  [TopologicalSpace X] {A : ℕ → Set X}
  (hAn : ∀ n, IsConnected (A n))
  (A₀ : Set X)
  (hA : IsConnected A₀)
  (h : ∀ n, A₀ ∩ A n ≠ ∅) :
  IsConnected (A₀ ∪ (⋃ n, A n)) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝¹, inst✝ : TopologicalSpace X
A : ℕ → Set X
hAn : ∀ (n : ℕ), IsConnected (A n)
A₀ : Set X
hA : IsConnected A₀
h : ∀ (n : ℕ), A₀ ∩ A n ≠ ∅
⊢ IsConnected (A₀ ∪ ⋃ n, A n)","['TopologicalSpace', 'Set', 'IsConnected']",[],Munkres,exercise_23_3,Munkres.exercise_23_3,proof,test
"Show that if $X$ is an infinite set, it is connected in the finite complement topology.","theorem exercise_23_4 {X : Type*} [TopologicalSpace X] [CofiniteTopology X]
  (s : Set X) : Infinite s → IsConnected s :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


set_option checkBinderAnnotations false


","X : Type u_1
inst✝¹ : TopologicalSpace X
inst✝ : CofiniteTopology X
s : Set X
⊢ Infinite ↑s → IsConnected s","['TopologicalSpace', 'CofiniteTopology', 'Set', 'Infinite', 'IsConnected']",[],Munkres,exercise_23_4,Munkres.exercise_23_4,proof,test
"Let $A \subset X$. Show that if $C$ is a connected subspace of $X$ that intersects both $A$ and $X-A$, then $C$ intersects $\operatorname{Bd} A$.","theorem exercise_23_6 {X : Type*}
  [TopologicalSpace X] {A C : Set X} (hc : IsConnected C)
  (hCA : C ∩ A ≠ ∅) (hCXA : C ∩ Aᶜ ≠ ∅) :
  C ∩ (frontier A) ≠ ∅ :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝ : TopologicalSpace X
A, C : Set X
hc : IsConnected C
hCA : C ∩ A ≠ ∅
hCXA : C ∩ Aᶜ ≠ ∅
⊢ C ∩ frontier A ≠ ∅","['TopologicalSpace', 'Set', 'IsConnected', 'frontier']",[],Munkres,exercise_23_6,Munkres.exercise_23_6,proof,test
"Let $A$ be a proper subset of $X$, and let $B$ be a proper subset of $Y$. If $X$ and $Y$ are connected, show that $(X \times Y)-(A \times B)$ is connected.","theorem exercise_23_9 {X Y : Type*}
  [TopologicalSpace X] [TopologicalSpace Y]
  (A₁ A₂ : Set X)
  (B₁ B₂ : Set Y)
  (hA : A₁ ⊂ A₂)
  (hB : B₁ ⊂ B₂)
  (hA : IsConnected A₂)
  (hB : IsConnected B₂) :
  IsConnected ({x | ∃ a b, x = (a, b) ∧ a ∈ A₂ ∧ b ∈ B₂} \
      {x | ∃ a b, x = (a, b) ∧ a ∈ A₁ ∧ b ∈ B₁}) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
Y : Type u_2
inst✝¹ : TopologicalSpace X
inst✝ : TopologicalSpace Y
A₁, A₂ : Set X
B₁, B₂ : Set Y
hA✝ : A₁ ⊂ A₂
hB✝ : B₁ ⊂ B₂
hA : IsConnected A₂
hB : IsConnected B₂
⊢ IsConnected ({x | ∃ a b, x = (a, b) ∧ a ∈ A₂ ∧ b ∈ B₂} \ {x | ∃ a b, x = (a, b) ∧ a ∈ A₁ ∧ b ∈ B₁})","['TopologicalSpace', 'Set', 'IsConnected']",[],Munkres,exercise_23_9,Munkres.exercise_23_9,proof,test
"Let $p: X \rightarrow Y$ be a quotient map. Show that if each set $p^{-1}(\{y\})$ is connected, and if $Y$ is connected, then $X$ is connected.","theorem exercise_23_11 {X Y : Type*} [TopologicalSpace X] [TopologicalSpace Y]
  (p : X → Y) (hq : QuotientMap p)
  (hY : ConnectedSpace Y) (hX : ∀ y : Y, IsConnected (p ⁻¹' {y})) :
  ConnectedSpace X :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
Y : Type u_2
inst✝¹ : TopologicalSpace X
inst✝ : TopologicalSpace Y
p : X → Y
hq : QuotientMap p
hY : ConnectedSpace Y
hX : ∀ (y : Y), IsConnected (p ⁻¹' {y})
⊢ ConnectedSpace X","['TopologicalSpace', 'QuotientMap', 'ConnectedSpace', 'IsConnected']",[],Munkres,exercise_23_11,Munkres.exercise_23_11,proof,test
Let $f: S^{1} \rightarrow \mathbb{R}$ be a continuous map. Show there exists a point $x$ of $S^{1}$ such that $f(x)=f(-x)$.,"theorem exercise_24_2 {f : (Metric.sphere 0 1 : Set ℝ) → ℝ}
  (hf : Continuous f) : ∃ x, f x = f (-x) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","f : ↑(Metric.sphere 0 1) → ℝ
hf : Continuous f
⊢ ∃ x, f x = f (-x)","['Metric.sphere', 'Continuous']",[],Munkres,exercise_24_2,Munkres.exercise_24_2,proof,test
"Let $f \colon X \rightarrow X$ be continuous. Show that if $X = [0, 1]$, there is a point $x$ such that $f(x) = x$. (The point $x$ is called a fixed point of $f$.)","theorem exercise_24_3a [TopologicalSpace I] [CompactSpace I]
  (f : I → I) (hf : Continuous f) :
  ∃ (x : I), f x = x :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","I : Type u_1
inst✝¹ : TopologicalSpace I
inst✝ : CompactSpace I
f : I → I
hf : Continuous f
⊢ ∃ x, f x = x","['TopologicalSpace', 'CompactSpace', 'Continuous']",[],Munkres,exercise_24_3a,Munkres.exercise_24_3a,proof,test
Let $X$ be locally path connected. Show that every connected open set in $X$ is path connected.,"theorem exercise_25_4 {X : Type*} [TopologicalSpace X]
  [LocPathConnectedSpace X] (U : Set X) (hU : IsOpen U)
  (hcU : IsConnected U) : IsPathConnected U :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝¹ : TopologicalSpace X
inst✝ : LocPathConnectedSpace X
U : Set X
hU : IsOpen U
hcU : IsConnected U
⊢ IsPathConnected U","['TopologicalSpace', 'LocPathConnectedSpace', 'Set', 'IsOpen', 'IsConnected', 'IsPathConnected']",[],Munkres,exercise_25_4,Munkres.exercise_25_4,proof,test
Let $G$ be a topological group; let $C$ be the component of $G$ containing the identity element $e$. Show that $C$ is a normal subgroup of $G$.,"theorem exercise_25_9 {G : Type*} [TopologicalSpace G] [Group G]
  [TopologicalGroup G] (C : Set G) (h : C = connectedComponent 1) :
  IsNormalSubgroup C :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","G : Type u_1
inst✝² : TopologicalSpace G
inst✝¹ : Group G
inst✝ : TopologicalGroup G
C : Set G
h : C = connectedComponent 1
⊢ IsNormalSubgroup C","['TopologicalSpace', 'Group', 'TopologicalGroup', 'Set', 'connectedComponent', 'IsNormalSubgroup']",[],Munkres,exercise_25_9,Munkres.exercise_25_9,proof,test
Let $X$ be a compact Hausdorff space. Let $\mathcal{A}$ be a collection of closed connected subsets of $X$ that is simply ordered by proper inclusion. Then $Y=\bigcap_{A \in \mathcal{A}} A$ is connected.,"theorem exercise_26_11
  {X : Type*} [TopologicalSpace X] [CompactSpace X] [T2Space X]
  (A : Set (Set X)) (hA : ∀ (a b : Set X), a ∈ A → b ∈ A → a ⊆ b ∨ b ⊆ a)
  (hA' : ∀ a ∈ A, IsClosed a) (hA'' : ∀ a ∈ A, IsConnected a) :
  IsConnected (⋂₀ A) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝² : TopologicalSpace X
inst✝¹ : CompactSpace X
inst✝ : T2Space X
A : Set (Set X)
hA : ∀ (a b : Set X), a ∈ A → b ∈ A → a ⊆ b ∨ b ⊆ a
hA' : ∀ a ∈ A, IsClosed a
hA'' : ∀ a ∈ A, IsConnected a
⊢ IsConnected (⋂₀ A)","['TopologicalSpace', 'CompactSpace', 'T2Space', 'Set', 'IsClosed', 'IsConnected']",[],Munkres,exercise_26_11,Munkres.exercise_26_11,proof,test
"Let $p: X \rightarrow Y$ be a closed continuous surjective map such that $p^{-1}(\{y\})$ is compact, for each $y \in Y$. (Such a map is called a perfect map.) Show that if $Y$ is compact, then $X$ is compact.","theorem exercise_26_12 {X Y : Type*} [TopologicalSpace X] [TopologicalSpace Y]
  (p : X → Y) (h : Function.Surjective p) (hc : Continuous p) (hp : ∀ y, IsCompact (p ⁻¹' {y}))
  (hY : CompactSpace Y) : CompactSpace X :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
Y : Type u_2
inst✝¹ : TopologicalSpace X
inst✝ : TopologicalSpace Y
p : X → Y
h : Function.Surjective p
hc : Continuous p
hp : ∀ (y : Y), IsCompact (p ⁻¹' {y})
hY : CompactSpace Y
⊢ CompactSpace X","['TopologicalSpace', 'Function.Surjective', 'Continuous', 'IsCompact', 'CompactSpace']",[],Munkres,exercise_26_12,Munkres.exercise_26_12,proof,test
Show that a connected metric space having more than one point is uncountable.,"theorem exercise_27_4
  {X : Type*} [MetricSpace X] [ConnectedSpace X] (hX : ∃ x y : X, x ≠ y) :
  ¬ Countable (univ : Set X) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝¹ : MetricSpace X
inst✝ : ConnectedSpace X
hX : ∃ x y, x ≠ y
⊢ ¬Countable ↑Set.univ","['MetricSpace', 'ConnectedSpace', 'Countable', 'Set.univ']",[],Munkres,exercise_27_4,Munkres.exercise_27_4,proof,test
"A space $X$ is said to be countably compact if every countable open covering of $X$ contains a finite subcollection that covers $X$. Show that for a $T_1$ space $X$, countable compactness is equivalent to limit point compactness.","theorem exercise_28_4 {X : Type*}
  [TopologicalSpace X] (hT1 : T1Space X) :
  countably_compact X ↔ limit_point_compact X :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


def countably_compact (X : Type*) [TopologicalSpace X] :=
  ∀ U : ℕ → Set X,
  (∀ i, IsOpen (U i)) ∧ ((univ : Set X) ⊆ ⋃ i, U i) →
  (∃ t : Finset ℕ, (univ : Set X) ⊆ ⋃ i ∈ t, U i)

def limit_point_compact (X : Type*) [TopologicalSpace X] :=
  ∀ U : Set X, Infinite U → ∃ x ∈ U, ClusterPt x (𝓟 U)


","X : Type u_1
inst✝ : TopologicalSpace X
hT1 : T1Space X
⊢ countably_compact X ↔ limit_point_compact X","['TopologicalSpace', 'T1Space']","[{'full_name': 'countably_compact', 'formal_stmt': 'def countably_compact (X : Type*) [TopologicalSpace X] :=\n  ∀ U : ℕ → Set X,\n  (∀ i, IsOpen (U i)) ∧ ((univ : Set X) ⊆ ⋃ i, U i) →\n  (∃ t : Finset ℕ, (univ : Set X) ⊆ ⋃ i ∈ t, U i)', 'informal_stmt': 'A `countably_compact` topological space \\( X \\) is one where every countable open cover has a finite subcover.', 'mathlib_dependencies': ['TopologicalSpace', 'Set', 'IsOpen', 'Set.univ', 'Finset'], 'hard_dependencies': [], 'header': 'def countably_compact (X : Type u_1) [inst✝ : TopologicalSpace X] :Prop'}, {'full_name': 'limit_point_compact', 'formal_stmt': 'def limit_point_compact (X : Type*) [TopologicalSpace X] :=\n  ∀ U : Set X, Infinite U → ∃ x ∈ U, ClusterPt x (𝓟 U)', 'informal_stmt': 'A topological space `X` is limit point compact if every infinite subset `U` of `X` has a cluster point `x` in `U`.', 'mathlib_dependencies': ['TopologicalSpace', 'Set', 'Infinite', 'ClusterPt'], 'hard_dependencies': [], 'header': 'def limit_point_compact (X : Type u_1) [inst✝ : TopologicalSpace X] :Prop'}]",Munkres,exercise_28_4,Munkres.exercise_28_4,proof,test
Show that X is countably compact if and only if every nested sequence $C_1 \supset C_2 \supset \cdots$ of closed nonempty sets of X has a nonempty intersection.,"theorem exercise_28_5
  (X : Type*) [TopologicalSpace X] :
  countably_compact X ↔ ∀ (C : ℕ → Set X), (∀ n, IsClosed (C n)) ∧
  (∀ n, C n ≠ ∅) ∧ (∀ n, C n ⊆ C (n + 1)) → ∃ x, ∀ n, x ∈ C n :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


def countably_compact (X : Type*) [TopologicalSpace X] :=
  ∀ U : ℕ → Set X,
  (∀ i, IsOpen (U i)) ∧ ((univ : Set X) ⊆ ⋃ i, U i) →
  (∃ t : Finset ℕ, (univ : Set X) ⊆ ⋃ i ∈ t, U i)


","X : Type u_1
inst✝ : TopologicalSpace X
⊢ countably_compact X ↔ ∀ (C : ℕ → Set X), ((∀ (n : ℕ), IsClosed (C n)) ∧ (∀ (n : ℕ), C n ≠ ∅) ∧ ∀ (n : ℕ), C n ⊆ C (n + 1)) → ∃ x, ∀ (n : ℕ), x ∈ C n","['TopologicalSpace', 'Set', 'IsClosed']","[{'full_name': 'countably_compact', 'formal_stmt': 'def countably_compact (X : Type*) [TopologicalSpace X] :=\n  ∀ U : ℕ → Set X,\n  (∀ i, IsOpen (U i)) ∧ ((univ : Set X) ⊆ ⋃ i, U i) →\n  (∃ t : Finset ℕ, (univ : Set X) ⊆ ⋃ i ∈ t, U i)', 'informal_stmt': 'A `countably_compact` topological space \\( X \\) is one where every countable open cover has a finite subcover.', 'mathlib_dependencies': ['TopologicalSpace', 'Set', 'IsOpen', 'Set.univ', 'Finset'], 'hard_dependencies': [], 'header': 'def countably_compact (X : Type u_1) [inst✝ : TopologicalSpace X] :Prop'}]",Munkres,exercise_28_5,Munkres.exercise_28_5,proof,test
"Let $(X, d)$ be a metric space. If $f: X \rightarrow X$ satisfies the condition $d(f(x), f(y))=d(x, y)$ for all $x, y \in X$, then $f$ is called an isometry of $X$. Show that if $f$ is an isometry and $X$ is compact, then $f$ is bijective and hence a homeomorphism.","theorem exercise_28_6 {X : Type*} [MetricSpace X]
  [CompactSpace X] {f : X → X} (hf : Isometry f) :
  Function.Bijective f :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝¹ : MetricSpace X
inst✝ : CompactSpace X
f : X → X
hf : Isometry f
⊢ Function.Bijective f","['MetricSpace', 'CompactSpace', 'Isometry', 'Function.Bijective']",[],Munkres,exercise_28_6,Munkres.exercise_28_6,proof,test
Show that the rationals $\mathbb{Q}$ are not locally compact.,"theorem exercise_29_1 : ¬ LocallyCompactSpace ℚ :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


",⊢ ¬LocallyCompactSpace ℚ,['LocallyCompactSpace'],[],Munkres,exercise_29_1,Munkres.exercise_29_1,proof,test
"Show that $[0, 1]^\omega$ is not locally compact in the uniform topology.","theorem exercise_29_4 [TopologicalSpace (ℕ → I)] :
  ¬ LocallyCompactSpace (ℕ → I) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


abbrev I : Set ℝ := Icc 0 1


","inst✝ : TopologicalSpace (ℕ → ↑I)
⊢ ¬LocallyCompactSpace (ℕ → ↑I)","['TopologicalSpace', 'LocallyCompactSpace']","[{'full_name': 'I', 'formal_stmt': 'abbrev I : Set ℝ := Icc 0 1', 'informal_stmt': '`I` is the set of all real numbers `x` such that `0 ≤ x ≤ 1`.', 'mathlib_dependencies': ['Set', 'Set.Icc'], 'hard_dependencies': [], 'header': 'abbrev I :Set ℝ'}]",Munkres,exercise_29_4,Munkres.exercise_29_4,proof,test
"Show that if $X$ is a Hausdorff space that is locally compact at the point $x$, then for each neighborhood $U$ of $x$, there is a neighborhood $V$ of $x$ such that $\bar{V}$ is compact and $\bar{V} \subset U$.","theorem exercise_29_10 {X : Type*}
  [TopologicalSpace X] [T2Space X] (x : X)
  (hx : ∃ U : Set X, x ∈ U ∧ IsOpen U ∧ (∃ K : Set X, U ⊂ K ∧ IsCompact K))
  (U : Set X) (hU : IsOpen U) (hxU : x ∈ U) :
  ∃ (V : Set X), IsOpen V ∧ x ∈ V ∧ IsCompact (closure V) ∧ closure V ⊆ U :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝¹ : TopologicalSpace X
inst✝ : T2Space X
x : X
hx : ∃ U, x ∈ U ∧ IsOpen U ∧ ∃ K, U ⊂ K ∧ IsCompact K
U : Set X
hU : IsOpen U
hxU : x ∈ U
⊢ ∃ V, IsOpen V ∧ x ∈ V ∧ IsCompact (closure V) ∧ closure V ⊆ U","['TopologicalSpace', 'T2Space', 'IsOpen', 'IsCompact', 'Set', 'closure']",[],Munkres,exercise_29_10,Munkres.exercise_29_10,proof,test
"Show that if $X$ is a countable product of spaces having countable dense subsets, then $X$ has a countable dense subset.","theorem exercise_30_10
  {X : ℕ → Type*} [∀ i, TopologicalSpace (X i)]
  (h : ∀ i, ∃ (s : Set (X i)), Countable s ∧ Dense s) :
  ∃ (s : Set (Π i, X i)), Countable s ∧ Dense s :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : ℕ → Type u_1
inst✝ : (i : ℕ) → TopologicalSpace (X i)
h : ∀ (i : ℕ), ∃ s, Countable ↑s ∧ Dense s
⊢ ∃ s, Countable ↑s ∧ Dense s","['TopologicalSpace', 'Countable', 'Dense']",[],Munkres,exercise_30_10,Munkres.exercise_30_10,proof,test
"Show that if $X$ has a countable dense subset, every collection of disjoint open sets in $X$ is countable.","theorem exercise_30_13 {X : Type*} [TopologicalSpace X]
  (h : ∃ (s : Set X), Countable s ∧ Dense s) (U : Set (Set X))
  (hU : ∀ (x y : Set X), x ∈ U → y ∈ U → x ≠ y → x ∩ y = ∅) :
  Countable U :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝ : TopologicalSpace X
h : ∃ s, Countable ↑s ∧ Dense s
U : Set (Set X)
hU : ∀ (x y : Set X), x ∈ U → y ∈ U → x ≠ y → x ∩ y = ∅
⊢ Countable ↑U","['TopologicalSpace', 'Countable', 'Dense', 'Set']",[],Munkres,exercise_30_13,Munkres.exercise_30_13,proof,test
"Show that if $X$ is regular, every pair of points of $X$ have neighborhoods whose closures are disjoint.","theorem exercise_31_1 {X : Type*} [TopologicalSpace X]
  (hX : RegularSpace X) (x y : X) :
  ∃ (U V : Set X), IsOpen U ∧ IsOpen V ∧ x ∈ U ∧ y ∈ V ∧ closure U ∩ closure V = ∅ :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝ : TopologicalSpace X
hX : RegularSpace X
x, y : X
⊢ ∃ U V, IsOpen U ∧ IsOpen V ∧ x ∈ U ∧ y ∈ V ∧ closure U ∩ closure V = ∅","['TopologicalSpace', 'RegularSpace', 'IsOpen', 'closure']",[],Munkres,exercise_31_1,Munkres.exercise_31_1,proof,test
"Show that if $X$ is normal, every pair of disjoint closed sets have neighborhoods whose closures are disjoint.","theorem exercise_31_2 {X : Type*}
  [TopologicalSpace X] [NormalSpace X] {A B : Set X}
  (hA : IsClosed A) (hB : IsClosed B) (hAB : Disjoint A B) :
  ∃ (U V : Set X), IsOpen U ∧ IsOpen V ∧ A ⊆ U ∧ B ⊆ V ∧ closure U ∩ closure V = ∅ :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝¹ : TopologicalSpace X
inst✝ : NormalSpace X
A, B : Set X
hA : IsClosed A
hB : IsClosed B
hAB : Disjoint A B
⊢ ∃ U V, IsOpen U ∧ IsOpen V ∧ A ⊆ U ∧ B ⊆ V ∧ closure U ∩ closure V = ∅","['TopologicalSpace', 'NormalSpace', 'Set', 'IsClosed', 'Disjoint', 'IsOpen', 'closure']",[],Munkres,exercise_31_2,Munkres.exercise_31_2,proof,test
Show that every order topology is regular.,"theorem exercise_31_3 {α : Type*} [PartialOrder α]
  [TopologicalSpace α] (h : OrderTopology α) : RegularSpace α :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","α : Type u_1
inst✝¹ : PartialOrder α
inst✝ : TopologicalSpace α
h : OrderTopology α
⊢ RegularSpace α","['PartialOrder', 'TopologicalSpace', 'OrderTopology', 'RegularSpace']",[],Munkres,exercise_31_3,Munkres.exercise_31_3,proof,test
Show that a closed subspace of a normal space is normal.,"theorem exercise_32_1 {X : Type*} [TopologicalSpace X]
  (hX : NormalSpace X) (A : Set X) (hA : IsClosed A) :
  NormalSpace {x // x ∈ A} :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝ : TopologicalSpace X
hX : NormalSpace X
A : Set X
hA : IsClosed A
⊢ NormalSpace { x // x ∈ A }","['TopologicalSpace', 'NormalSpace', 'Set', 'IsClosed']",[],Munkres,exercise_32_1,Munkres.exercise_32_1,proof,test
"Show that if $\prod X_\alpha$ is Hausdorff, then so is $X_\alpha$. Assume that each $X_\alpha$ is nonempty.","theorem exercise_32_2a
  {ι : Type*} {X : ι → Type*} [∀ i, TopologicalSpace (X i)]
  (h : ∀ i, Nonempty (X i)) (h2 : T2Space (Π i, X i)) :
  ∀ i, T2Space (X i) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","ι : Type u_1
X : ι → Type u_2
inst✝ : (i : ι) → TopologicalSpace (X i)
h : ∀ (i : ι), Nonempty (X i)
h2 : T2Space ((i : ι) → X i)
⊢ ∀ (i : ι), T2Space (X i)","['TopologicalSpace', 'Nonempty', 'T2Space']",[],Munkres,exercise_32_2a,Munkres.exercise_32_2a,proof,test
